eval_loss,eval_accuracy,eval_micro_f1,eval_macro_f1,eval_weighted_f1,n_dist,opt_object,elapsed_time,done,time_this_iter_s,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,config,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag
0.2881726622581482,93.0,93.0,92.999299929993,92.999299929993,0.46855448766203894,93.0,698.8685808181763,True,174.74544072151184,,,1,502f7a2f,036e99ee54c546928b83f74142fc8536,2023-05-24_19-45-54,1684953954,174.74544072151184,21203,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_aug at 0x2b9a9c956d08>, 'aug_mode': <function backtranslation at 0x2b9a9c4eb158>, 'prob': 0.7452728892751269, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_aug', 'backtranslation', 0.7452728892751269)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",174.74544072151184,0,1,0.004361629486083984,"21_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_aug_at_0x2b9a9c956d08,aug_mode=function_backtranslation_at_0x2b9a9c4eb158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7453,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_aug', 'backtranslation', 0.7452728892751269)]]"
0.24390198290348053,93.0,93.0,92.9936943248924,92.9936943248924,0.4053861169440965,93.0,794.3161840438843,True,198.60564732551575,,,1,e67cbee5,770fe96d9acb45f19d0b71347aaa34f7,2023-05-24_20-14-06,1684955646,198.60564732551575,27987,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_minority_aug at 0x2b9a9c956d90>, 'aug_mode': <function eda at 0x2b9a9c4eb1e0>, 'prob': 0.6813180772842611, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'eda', 0.6813180772842611)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",198.60564732551575,0,1,0.004427433013916016,"30_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_minority_aug_at_0x2b9a9c956d90,aug_mode=function_eda_at_0x2b9a9c4eb1e0,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.6813,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_minority_aug', 'eda', 0.6813180772842611)]]"
0.35110267996788025,92.0,92.0,92.0,92.0,0.46794428130635946,92.0,642.6558103561401,True,160.67363357543945,,,1,63f5ea6a,db1c3132f9fa4b8e9ad58f8c3bcb4b6d,2023-05-24_18-55-01,1684950901,160.67363357543945,8363,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_aug at 0x2b9a9c956d08>, 'aug_mode': <function backtranslation at 0x2b9a9c4eb158>, 'prob': 0.17953477040603172, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_aug', 'backtranslation', 0.17953477040603172)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",160.67363357543945,0,1,0.004518270492553711,"4_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_aug_at_0x2b9a9c956d08,aug_mode=function_backtranslation_at_0x2b9a9c4eb158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.1795,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_aug', 'backtranslation', 0.17953477040603172)]]"
0.2746157646179199,92.0,92.0,92.0,92.0,0.4696904095810851,92.0,701.0711984634399,True,175.26806020736694,,,1,5927d75f,0716f9c56d514f328ea5beb1e9bec18c,2023-05-24_19-27-29,1684952849,175.26806020736694,16781,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_aug at 0x2b9a9c956d08>, 'aug_mode': <function backtranslation at 0x2b9a9c4eb158>, 'prob': 0.7013629317097425, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_aug', 'backtranslation', 0.7013629317097425)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",175.26806020736694,0,1,0.02495861053466797,"15_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_aug_at_0x2b9a9c956d08,aug_mode=function_backtranslation_at_0x2b9a9c4eb158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7014,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_aug', 'backtranslation', 0.7013629317097425)]]"
0.3524378538131714,92.0,92.0,91.9967987194878,91.9967987194878,0.46794428130635946,92.0,646.1121139526367,True,161.5547399520874,,,1,556418c7,90bf83d6b56546f29f81995da7242fa7,2023-05-24_19-48-59,1684954139,161.5547399520874,22019,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_aug at 0x2b9a9c956d08>, 'aug_mode': <function backtranslation at 0x2b9a9c4eb158>, 'prob': 0.0014222020121424372, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_aug', 'backtranslation', 0.0014222020121424372)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",161.5547399520874,0,1,0.004544734954833984,"22_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_aug_at_0x2b9a9c956d08,aug_mode=function_backtranslation_at_0x2b9a9c4eb158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.0014,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_aug', 'backtranslation', 0.0014222020121424372)]]"
0.3507596552371979,92.0,92.0,91.98717948717949,91.98717948717947,0.4654435999719763,92.0,650.3853158950806,True,162.62290382385254,,,1,5efd482d,5fb137ccdbd1465e91ac2eea4c35dc19,2023-05-24_19-52-04,1684954324,162.62290382385254,22734,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_majority_forget at 0x2b9a9c4eb048>, 'aug_mode': <function backtranslation at 0x2b9a9c4eb158>, 'prob': 0.7633534899880917, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_majority_forget', 'backtranslation', 0.7633534899880917)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",162.62290382385254,0,1,0.004376888275146484,"23_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_majority_forget_at_0x2b9a9c4eb048,aug_mode=function_backtranslation_at_0x2b9a9c4eb158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7634,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_majority_forget', 'backtranslation', 0.7633534899880917)]]"
0.2860527038574219,92.0,92.0,91.98717948717949,91.98717948717947,0.4654435999719763,92.0,648.7861318588257,True,162.22318816184998,,,1,3bf4504b,9cd74c2a1e514679b8c6098192f4b3f9,2023-05-24_20-07-21,1684955241,162.22318816184998,26429,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_majority_forget at 0x2b9a9c4eb048>, 'aug_mode': <function backtranslation at 0x2b9a9c4eb158>, 'prob': 0.8114083506304197, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_majority_forget', 'backtranslation', 0.8114083506304197)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",162.22318816184998,0,1,0.006678104400634766,"28_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_majority_forget_at_0x2b9a9c4eb048,aug_mode=function_backtranslation_at_0x2b9a9c4eb158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.8114,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_majority_forget', 'backtranslation', 0.8114083506304197)]]"
0.4393436312675476,92.0,92.0,91.98717948717949,91.98717948717947,0.4682188079252614,92.0,644.9931945800781,True,161.27454280853271,,,1,d69e1802,13f2ce00ddf042bc9789ee1bbdd0cde1,2023-05-24_20-10-25,1684955425,161.27454280853271,27259,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function random_forget_majority at 0x2b9a9c956ea0>, 'aug_mode': <function backtranslation at 0x2b9a9c4eb158>, 'prob': 0.6230570043100085, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget_majority', 'backtranslation', 0.6230570043100085)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",161.27454280853271,0,1,0.004418849945068359,"29_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_majority_at_0x2b9a9c956ea0,aug_mode=function_backtranslation_at_0x2b9a9c4eb158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.6231,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('random_forget_majority', 'backtranslation', 0.6230570043100085)]]"
0.29735058546066284,91.0,91.0,90.999099909991,90.999099909991,0.46794428130635946,91.0,687.1998891830444,True,171.8112599849701,,,1,4a2a2cf6,07eaf9fb5be54f8f9744b66821790670,2023-05-24_18-58-32,1684951112,171.8112599849701,9145,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function full at 0x2b9a87534598>, 'aug_mode': <function backtranslation at 0x2b9a9c4eb158>, 'prob': 0.20232012540956346, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'backtranslation', 0.20232012540956346)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",171.8112599849701,0,1,0.0046007633209228516,"5_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_at_0x2b9a87534598,aug_mode=function_backtranslation_at_0x2b9a9c4eb158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.2023,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('full', 'backtranslation', 0.20232012540956346)]]"
0.25833770632743835,91.0,91.0,90.999099909991,90.999099909991,0.46794428130635946,91.0,640.0452632904053,True,160.02825474739075,,,1,6ab12b6a,d0ccf24d58874c6dacfeb347b6d0ce93,2023-05-24_19-11-17,1684951877,160.02825474739075,12617,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function full_minority at 0x2b9a9c956a60>, 'aug_mode': <function eda at 0x2b9a9c4eb1e0>, 'prob': 0.34999976025963886, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full_minority', 'eda', 0.34999976025963886)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",160.02825474739075,0,1,0.004532337188720703,"10_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_minority_at_0x2b9a9c956a60,aug_mode=function_eda_at_0x2b9a9c4eb1e0,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.3500,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('full_minority', 'eda', 0.34999976025963886)]]"
0.32183533906936646,91.0,91.0,90.99189270343308,90.9918927034331,0.46794428130635946,91.0,643.904182434082,True,160.99580454826355,,,1,e6e757cb,60e6d5d2c2fb4e6d87f40ba906f94934,2023-05-24_19-24-11,1684952651,160.99580454826355,15952,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function full at 0x2b9a87534598>, 'aug_mode': <function backtranslation at 0x2b9a9c4eb158>, 'prob': 0.43073820168069976, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'backtranslation', 0.43073820168069976)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",160.99580454826355,0,1,0.004537820816040039,"14_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_at_0x2b9a87534598,aug_mode=function_backtranslation_at_0x2b9a9c4eb158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.4307,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('full', 'backtranslation', 0.43073820168069976)]]"
