eval_loss,eval_accuracy,eval_micro_f1,eval_macro_f1,eval_weighted_f1,n_dist,opt_object,elapsed_time,done,time_this_iter_s,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,config,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag
0.5377494096755981,75.5,75.5,47.548704774138294,66.69342753157781,0.7218358141390249,75.5,694.6333723068237,True,173.66678071022034,,,1,bda06d47,7cc2a448a77b4d60b9fac8cb0eb77d52,2023-05-24_16-49-35,1684943375,173.66678071022034,1831,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function random_forget at 0x2b20d4ebbe18>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.7793739869793536, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'backtranslation', 0.7793739869793536)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",173.66678071022034,0,1,0.004351615905761719,"3_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_at_0x2b20d4ebbe18,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7794,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('random_forget', 'backtranslation', 0.7793739869793536)]]"
0.5438162088394165,75.25,75.25,44.839882436517115,65.31807608196014,0.7212240804125908,75.25,595.6157207489014,True,148.91410303115845,,,1,c867ea40,bb16ce940cb6401cb09fa56e6f010fe0,2023-05-24_16-52-26,1684943546,148.91410303115845,2790,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function full at 0x2b20c3a4d598>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.0804060502114391, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'backtranslation', 0.0804060502114391)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",148.91410303115845,0,1,0.004395723342895508,"4_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_at_0x2b20c3a4d598,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.0804,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('full', 'backtranslation', 0.0804060502114391)]]"
0.5517640709877014,75.25,75.25,43.90855394552331,64.87273190838398,0.7218358141390249,75.25,564.3280229568481,True,141.10900831222534,,,1,84d50369,79fc15b8980f4e9389a3485ef8ddf387,2023-05-24_18-16-56,1684948616,141.10900831222534,28049,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function random_forget at 0x2b20d4ebbe18>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.7758242953049238, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'backtranslation', 0.7758242953049238)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",141.10900831222534,0,1,0.004155874252319336,"28_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_at_0x2b20d4ebbe18,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7758,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('random_forget', 'backtranslation', 0.7758242953049238)]]"
0.5626171827316284,75.0,75.0,42.857142857142854,64.28571428571428,0.7212240804125908,75.0,436.5643005371094,True,109.16328310966492,,,1,26e99c85,782a7f6aedb54242937ddec6191fa3ca,2023-05-24_16-44-42,1684943082,109.16328310966492,640,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function random_forget at 0x2b20d4ebbe18>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.15105758474666275, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'backtranslation', 0.15105758474666275)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",109.16328310966492,0,1,0.004412412643432617,"1_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_at_0x2b20d4ebbe18,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.1511,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('random_forget', 'backtranslation', 0.15105758474666275)]]"
0.5513691306114197,75.0,75.0,42.857142857142854,64.28571428571428,0.7210420611572516,75.0,579.9011278152466,True,144.99841499328613,,,1,c2401b51,f28c7c528c4244d6bc0feeb8f1f0392c,2023-05-24_17-01-05,1684944065,144.99841499328613,5466,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function influential_minority_aug at 0x2b20d4ebbd90>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.8704580878408351, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'backtranslation', 0.8704580878408351)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",144.99841499328613,0,1,0.004670381546020508,"7_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_minority_aug_at_0x2b20d4ebbd90,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.8705,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('influential_minority_aug', 'backtranslation', 0.8704580878408351)]]"
0.5511044263839722,75.0,75.0,42.857142857142854,64.28571428571428,0.7212240804125908,75.0,563.9266366958618,True,141.00086545944214,,,1,45a13c77,d394f9e4b9de448a827c64d15549e556,2023-05-24_17-29-56,1684945796,141.00086545944214,12180,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function random_forget_majority at 0x2b20d4ebbea0>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.30482414410017933, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget_majority', 'backtranslation', 0.30482414410017933)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",141.00086545944214,0,1,0.004280805587768555,"13_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_majority_at_0x2b20d4ebbea0,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.3048,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('random_forget_majority', 'backtranslation', 0.30482414410017933)]]"
0.5663681030273438,75.0,75.0,42.857142857142854,64.28571428571428,0.7225244191473688,75.0,614.2977094650269,True,153.59488582611084,,,1,f7197659,563ba1a8445f4436a909ad5ba7908611,2023-05-24_17-33-55,1684946035,153.59488582611084,13188,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function random_aug at 0x2b20d4ebbc80>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.8621879407576356, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_aug', 'backtranslation', 0.8621879407576356)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",153.59488582611084,0,1,0.004950284957885742,"14_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_aug_at_0x2b20d4ebbc80,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.8622,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('random_aug', 'backtranslation', 0.8621879407576356)]]"
0.6108773946762085,75.0,75.0,42.857142857142854,64.28571428571428,0.724256098720361,75.0,766.3271379470825,True,191.6082136631012,,,1,3c5bbebf,e057a7f138564446aca054c0a497d079,2023-05-24_17-56-46,1684947406,191.6082136631012,21148,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function full at 0x2b20c3a4d598>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.7293621007953197, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'backtranslation', 0.7293621007953197)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",191.6082136631012,0,1,0.004658937454223633,"21_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_at_0x2b20c3a4d598,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7294,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('full', 'backtranslation', 0.7293621007953197)]]"
0.5664253830909729,75.0,75.0,42.857142857142854,64.28571428571428,0.7218358141390249,75.0,498.47705936431885,True,124.64723467826843,,,1,0546f0d8,69876e9bfad14da2b2fd4493c42751aa,2023-05-24_18-03-11,1684947791,124.64723467826843,23536,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function random_forget at 0x2b20d4ebbe18>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.6351040954464533, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'backtranslation', 0.6351040954464533)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",124.64723467826843,0,1,0.00451207160949707,"23_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_at_0x2b20d4ebbe18,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.6351,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('random_forget', 'backtranslation', 0.6351040954464533)]]"
0.5583605766296387,75.0,75.0,42.857142857142854,64.28571428571428,0.7212240804125908,75.0,448.6709747314453,True,112.19388747215271,,,1,9bb34b46,b9c2792bc793405398f356752adc158d,2023-05-24_18-05-26,1684947926,112.19388747215271,24441,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function random_forget at 0x2b20d4ebbe18>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.13763777282409, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'backtranslation', 0.13763777282409)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",112.19388747215271,0,1,0.0043413639068603516,"24_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_at_0x2b20d4ebbe18,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.1376,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('random_forget', 'backtranslation', 0.13763777282409)]]"
0.5795286893844604,75.0,75.0,42.857142857142854,64.28571428571428,0.7212240804125908,75.0,509.1913757324219,True,127.32657480239868,,,1,7c4b2877,63a62e6e9b3548f7884d02dad5dd97e7,2023-05-24_18-07-57,1684948077,127.32657480239868,25313,gpu-e-11,10.43.6.11,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function full at 0x2b20c3a4d598>, 'aug_mode': <function backtranslation at 0x2b20d4a0d158>, 'prob': 0.37939782175793607, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'backtranslation', 0.37939782175793607)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",127.32657480239868,0,1,0.004700183868408203,"25_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_at_0x2b20c3a4d598,aug_mode=function_backtranslation_at_0x2b20d4a0d158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.3794,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('full', 'backtranslation', 0.37939782175793607)]]"
