eval_loss,eval_accuracy,eval_micro_f1,eval_macro_f1,eval_weighted_f1,n_dist,opt_object,elapsed_time,done,time_this_iter_s,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,config,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag
0.5797869563102722,79.0,79.0,63.63636363636365,75.45454545454545,0.695873099113244,79.0,651.2879581451416,True,162.84826636314392,,,1,fb74d485,6b19115f6a78488180e29fe201150d95,2023-05-24_16-50-19,1684943419,162.84826636314392,7588,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_minority_aug at 0x2ae6b18a2d90>, 'aug_mode': <function eda at 0x2ae6b13b61e0>, 'prob': 0.634729576756899, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'eda', 0.634729576756899)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",162.84826636314392,0,1,0.0047986507415771484,"21_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_minority_aug_at_0x2ae6b18a2d90,aug_mode=function_eda_at_0x2ae6b13b61e0,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.6347,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_minority_aug', 'eda', 0.634729576756899)]]"
0.6186347007751465,76.0,76.0,52.94117647058824,69.41176470588235,0.6955961871328674,76.0,321.82532024383545,True,80.4648585319519,,,1,1bf36bff,21aec7706c3049ce8c1af7cb74e49a6e,2023-05-24_16-12-59,1684941179,80.4648585319519,30361,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_minority_aug at 0x2ae6b18a2d90>, 'aug_mode': <function eda at 0x2ae6b13b61e0>, 'prob': 0.7189415983989286, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'eda', 0.7189415983989286)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",80.4648585319519,0,1,0.004725456237792969,"3_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_minority_aug_at_0x2ae6b18a2d90,aug_mode=function_eda_at_0x2ae6b13b61e0,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7189,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_minority_aug', 'eda', 0.7189415983989286)]]"
0.5345883369445801,76.0,76.0,52.94117647058824,69.41176470588235,0.728188454632621,76.0,587.7450466156006,True,146.95266962051392,,,1,f7d95b70,c2e80019582341519ae0cd7ff5d82fe8,2023-05-24_16-22-17,1684941737,146.95266962051392,32518,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_majority_forget at 0x2ae6b13b6048>, 'aug_mode': <function backtranslation at 0x2ae6b13b6158>, 'prob': 0.4173468986957435, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_majority_forget', 'backtranslation', 0.4173468986957435)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",146.95266962051392,0,1,0.00467228889465332,"8_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_majority_forget_at_0x2ae6b13b6048,aug_mode=function_backtranslation_at_0x2ae6b13b6158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.4173,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_majority_forget', 'backtranslation', 0.4173468986957435)]]"
0.5690107941627502,76.0,76.0,57.476966690290574,71.50956768249469,0.695908030099527,76.0,527.1522722244263,True,131.8149721622467,,,1,f11e1ebb,745bd2cbfbe34ff8a61ee6db2b308dd5,2023-05-24_17-00-14,1684944014,131.8149721622467,10342,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_minority_aug at 0x2ae6b18a2d90>, 'aug_mode': <function eda at 0x2ae6b13b61e0>, 'prob': 0.6491213938641375, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'eda', 0.6491213938641375)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",131.8149721622467,0,1,0.004270076751708984,"25_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_minority_aug_at_0x2ae6b18a2d90,aug_mode=function_eda_at_0x2ae6b13b61e0,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.6491,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_minority_aug', 'eda', 0.6491213938641375)]]"
0.5793203115463257,75.0,75.0,42.857142857142854,64.28571428571428,0.7270744759745915,75.0,513.3846168518066,True,128.34640526771545,,,1,ae6d7309,31e141aef6e04709bb886dc5e86397a1,2023-05-24_16-11-17,1684941077,128.34640526771545,29716,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function random_aug at 0x2ae6b18a2c80>, 'aug_mode': <function backtranslation at 0x2ae6b13b6158>, 'prob': 0.7474524710325982, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_aug', 'backtranslation', 0.7474524710325982)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",128.34640526771545,0,1,0.012382984161376953,"2_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_aug_at_0x2ae6b18a2c80,aug_mode=function_backtranslation_at_0x2ae6b13b6158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7475,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('random_aug', 'backtranslation', 0.7474524710325982)]]"
0.6077232956886292,75.0,75.0,42.857142857142854,64.28571428571428,0.728188454632621,75.0,348.82265281677246,True,87.2197699546814,,,1,1d3b3cd4,2cc396a844734ceb9b510c4227dc8369,2023-05-24_16-19-27,1684941567,87.2197699546814,32054,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function full at 0x2ae6a03fd598>, 'aug_mode': <function backtranslation at 0x2ae6b13b6158>, 'prob': 0.43342207910315433, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'backtranslation', 0.43342207910315433)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",87.2197699546814,0,1,0.004479408264160156,"7_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_at_0x2ae6a03fd598,aug_mode=function_backtranslation_at_0x2ae6b13b6158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.4334,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('full', 'backtranslation', 0.43342207910315433)]]"
0.5530391335487366,75.0,75.0,42.857142857142854,64.28571428571428,0.728188454632621,75.0,464.72618770599365,True,116.19845366477966,,,1,76778f49,8ca30caea2f9422bbcaf0ffac9e1a8a9,2023-05-24_16-26-34,1684941994,116.19845366477966,1380,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_majority_forget at 0x2ae6b13b6048>, 'aug_mode': <function eda at 0x2ae6b13b61e0>, 'prob': 0.4107228966649996, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_majority_forget', 'eda', 0.4107228966649996)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",116.19845366477966,0,1,0.004300355911254883,"10_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_majority_forget_at_0x2ae6b13b6048,aug_mode=function_eda_at_0x2ae6b13b61e0,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.4107,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_majority_forget', 'eda', 0.4107228966649996)]]"
0.5516273379325867,75.0,75.0,46.47827017769215,66.01370156283451,0.7276561512605342,75.0,635.7906560897827,True,158.96517777442932,,,1,eb426790,d32eb39588c341b1bb98e2619c9facf4,2023-05-24_16-29-35,1684942175,158.96517777442932,2051,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function random_aug at 0x2ae6b18a2c80>, 'aug_mode': <function backtranslation at 0x2ae6b13b6158>, 'prob': 0.5350622926762493, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_aug', 'backtranslation', 0.5350622926762493)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",158.96517777442932,0,1,0.0042400360107421875,"11_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_aug_at_0x2ae6b18a2c80,aug_mode=function_backtranslation_at_0x2ae6b13b6158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.5351,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('random_aug', 'backtranslation', 0.5350622926762493)]]"
0.5581974387168884,75.0,75.0,42.857142857142854,64.28571428571428,0.728188454632621,75.0,407.94901752471924,True,102.00963282585144,,,1,6a0fe723,d1e1b09eb40c4eeaaa3f2487ffdd4915,2023-05-24_16-36-35,1684942595,102.00963282585144,4150,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_aug at 0x2ae6b18a2d08>, 'aug_mode': <function backtranslation at 0x2ae6b13b6158>, 'prob': 0.1426085111796337, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_aug', 'backtranslation', 0.1426085111796337)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",102.00963282585144,0,1,0.004817485809326172,"15_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_aug_at_0x2ae6b18a2d08,aug_mode=function_backtranslation_at_0x2ae6b13b6158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.1426,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_aug', 'backtranslation', 0.1426085111796337)]]"
0.5451487302780151,75.0,75.0,46.47827017769215,66.01370156283451,0.728188454632621,75.0,639.9629487991333,True,160.01503038406372,,,1,e2bcd29d,27377f7fae0442879b606350a733cc16,2023-05-24_16-39-39,1684942779,160.01503038406372,4670,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function random_aug at 0x2ae6b18a2c80>, 'aug_mode': <function backtranslation at 0x2ae6b13b6158>, 'prob': 0.3535820662236451, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_aug', 'backtranslation', 0.3535820662236451)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",160.01503038406372,0,1,0.11553335189819336,"16_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_aug_at_0x2ae6b18a2c80,aug_mode=function_backtranslation_at_0x2ae6b13b6158,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.3536,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('random_aug', 'backtranslation', 0.3535820662236451)]]"
0.57126384973526,75.0,75.0,42.857142857142854,64.28571428571428,0.728188454632621,75.0,463.5144863128662,True,115.90590739250183,,,1,5fc2269c,a785c2b1a9e84a14b95e612b7385a2ef,2023-05-24_16-47-13,1684943233,115.90590739250183,6991,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function random_aug at 0x2ae6b18a2c80>, 'aug_mode': <function eda at 0x2ae6b13b61e0>, 'prob': 0.07178196772962198, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_aug', 'eda', 0.07178196772962198)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.75, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",115.90590739250183,0,1,0.004560232162475586,"20_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_aug_at_0x2ae6b18a2c80,aug_mode=function_eda_at_0x2ae6b13b61e0,class_imbalance=0.7500,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.0718,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('random_aug', 'eda', 0.07178196772962198)]]"
