eval_loss,eval_accuracy,eval_micro_f1,eval_macro_f1,eval_weighted_f1,n_dist,opt_object,elapsed_time,done,time_this_iter_s,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,config,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag
0.2452075183391571,94.18254764292878,94.18254764292878,94.18254179040812,94.18255934797011,0.4680516484951507,94.18254764292878,1070.0181436538696,True,267.531197309494,,,1,89f9a739,a76d147655f7476f8780b1430a0d03bd,2023-05-25_00-26-48,1684970808,267.531197309494,20636,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function random_forget at 0x2b3a50457e18>, 'aug_mode': <function backtranslation at 0x2b3a33c90158>, 'prob': 0.8437611646715154, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'backtranslation', 0.8437611646715154)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",267.531197309494,0,1,0.00446629524230957,"30_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_random_forget_at_0x2b3a50457e18,aug_mode=function_backtranslation_at_0x2b3a33c90158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.8438,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('random_forget', 'backtranslation', 0.8437611646715154)]]"
0.2269323170185089,93.58074222668003,93.58074222668003,93.58068410462776,93.5806259825755,0.47108411029279385,93.58074222668003,1188.8351945877075,True,297.22457695007324,,,1,d867aeef,f114eafe68a24a81be349ad19fbfae61,2023-05-24_22-44-48,1684964688,297.22457695007324,15476,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function influential_minority_aug at 0x2b3a50457d90>, 'aug_mode': <function backtranslation at 0x2b3a33c90158>, 'prob': 0.5512673625547769, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'backtranslation', 0.5512673625547769)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",297.22457695007324,0,1,0.004427194595336914,"9_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_influential_minority_aug_at_0x2b3a50457d90,aug_mode=function_backtranslation_at_0x2b3a33c90158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.5513,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('influential_minority_aug', 'backtranslation', 0.5512673625547769)]]"
0.2580345571041107,93.48044132397192,93.48044132397192,93.47876182512154,93.47844691908709,0.4680516484951507,93.48044132397192,1066.090732574463,True,266.5489571094513,,,1,9fcffb95,c7082c599a6a436587e0d2c4667ce99d,2023-05-24_23-58-52,1684969132,266.5489571094513,10827,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function random_forget at 0x2b3a50457e18>, 'aug_mode': <function backtranslation at 0x2b3a33c90158>, 'prob': 0.9666083156492479, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'backtranslation', 0.9666083156492479)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",266.5489571094513,0,1,0.004688262939453125,"24_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_random_forget_at_0x2b3a50457e18,aug_mode=function_backtranslation_at_0x2b3a33c90158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.9666,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('random_forget', 'backtranslation', 0.9666083156492479)]]"
0.2854030132293701,93.27983951855566,93.27983951855566,93.2788658419403,93.27910926109415,0.4680516484951507,93.27983951855566,1117.5271253585815,True,279.4098994731903,,,1,bd6e6b91,6197db940d004cdabbdb868256e4ebab,2023-05-24_23-50-33,1684968633,279.4098994731903,7717,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function random_forget at 0x2b3a50457e18>, 'aug_mode': <function backtranslation at 0x2b3a33c90158>, 'prob': 0.6726872332725828, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'backtranslation', 0.6726872332725828)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",279.4098994731903,0,1,0.00471806526184082,"22_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_random_forget_at_0x2b3a50457e18,aug_mode=function_backtranslation_at_0x2b3a33c90158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.6727,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('random_forget', 'backtranslation', 0.6726872332725828)]]"
0.1942388117313385,93.17953861584755,93.17953861584755,93.17870826491517,93.17848180556997,0.46809711815900484,93.17953861584755,856.4283018112183,True,214.1350474357605,,,1,c6148a4d,dee3c60a592542868f61acc192722495,2023-05-25_00-21-57,1684970517,214.1350474357605,19235,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function random_forget_majority at 0x2b3a50457ea0>, 'aug_mode': <function backtranslation at 0x2b3a33c90158>, 'prob': 0.9171489326711895, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget_majority', 'backtranslation', 0.9171489326711895)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",214.1350474357605,0,1,0.004689216613769531,"29_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_random_forget_majority_at_0x2b3a50457ea0,aug_mode=function_backtranslation_at_0x2b3a33c90158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.9171,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('random_forget_majority', 'backtranslation', 0.9171489326711895)]]"
0.3005099296569824,93.07923771313942,93.07923771313942,93.07645160218961,93.07686951883207,0.44954526402433687,93.07923771313942,1520.0644807815552,True,380.02828335762024,,,1,560dba0c,0067cba3c17a42cf9a9f8b0a020d44ed,2023-05-24_22-32-41,1684963961,380.02828335762024,10342,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function influential_minority_aug at 0x2b3a50457d90>, 'aug_mode': <function eda at 0x2b3a33c901e0>, 'prob': 0.6627333442615415, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'eda', 0.6627333442615415)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",380.02828335762024,0,1,0.0044002532958984375,"6_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_influential_minority_aug_at_0x2b3a50457d90,aug_mode=function_eda_at_0x2b3a33c901e0,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.6627,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('influential_minority_aug', 'eda', 0.6627333442615415)]]"
0.2844125032424927,93.07923771313942,93.07923771313942,93.07920986312946,93.0792516381444,0.4693537341822048,93.07923771313942,1229.559567451477,True,307.41891407966614,,,1,dd6a6b31,d043a00dcac445fb8b364813809164ec,2023-05-25_00-17-58,1684970278,307.41891407966614,17244,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function full at 0x2b3a22cc9598>, 'aug_mode': <function backtranslation at 0x2b3a33c90158>, 'prob': 0.1661595033017556, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'backtranslation', 0.1661595033017556)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",307.41891407966614,0,1,0.004537820816040039,"28_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_full_at_0x2b3a22cc9598,aug_mode=function_backtranslation_at_0x2b3a33c90158,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.1662,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('full', 'backtranslation', 0.1661595033017556)]]"
0.20663698017597198,92.97893681043129,92.97893681043129,92.97808203741266,92.97784891749849,0.44466416684513116,92.97893681043129,957.662407875061,True,239.44180345535278,,,1,45e8b753,79a9fab10c77460d8154567dd8fbb641,2023-05-24_22-06-50,1684962410,239.44180345535278,1206,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function influential_aug at 0x2b3a50457d08>, 'aug_mode': <function eda at 0x2b3a33c901e0>, 'prob': 0.6670443675446951, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_aug', 'eda', 0.6670443675446951)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",239.44180345535278,0,1,0.004392147064208984,"1_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_influential_aug_at_0x2b3a50457d08,aug_mode=function_eda_at_0x2b3a33c901e0,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.6670,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('influential_aug', 'eda', 0.6670443675446951)]]"
0.2915363013744354,92.97893681043129,92.97893681043129,92.97859068775404,92.97844234946379,0.44955121694450895,92.97893681043129,1361.9483909606934,True,340.51035594940186,,,1,019a72a0,8a852370960646719b09358e31984238,2023-05-24_23-05-23,1684965923,340.51035594940186,22717,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function influential_minority_aug at 0x2b3a50457d90>, 'aug_mode': <function eda at 0x2b3a33c901e0>, 'prob': 0.9953964501644357, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'eda', 0.9953964501644357)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",340.51035594940186,0,1,0.004595518112182617,"14_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_influential_minority_aug_at_0x2b3a50457d90,aug_mode=function_eda_at_0x2b3a33c901e0,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.9954,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('influential_minority_aug', 'eda', 0.9953964501644357)]]"
0.2821491062641144,92.97893681043129,92.97893681043129,92.9751982928695,92.97471066014405,0.46706495287596034,92.97893681043129,1140.4772100448608,True,285.1432046890259,,,1,dca9524a,d81c402dc4f9473ca4d2f444551dac7a,2023-05-24_23-20-38,1684966838,285.1432046890259,28966,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function influential_majority_forget at 0x2b3a33c90048>, 'aug_mode': <function eda at 0x2b3a33c901e0>, 'prob': 0.806853910406809, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_majority_forget', 'eda', 0.806853910406809)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",285.1432046890259,0,1,0.00432896614074707,"17_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_influential_majority_forget_at_0x2b3a33c90048,aug_mode=function_eda_at_0x2b3a33c901e0,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.8069,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('influential_majority_forget', 'eda', 0.806853910406809)]]"
0.34864139556884766,92.97893681043129,92.97893681043129,92.97859068775404,92.9787390260443,0.4445038184931865,92.97893681043129,1881.2421655654907,True,470.3353018760681,,,1,2915c186,fd300f292da241df80c30c23b88d038b,2023-05-24_23-28-52,1684967332,470.3353018760681,30984,gpu-e-12,10.43.6.12,"{'tag': 'pretrained_trail1_n-aug4', 'alpha': 0.1, 'n_aug': 4, 'aug_method': <function influential_aug at 0x2b3a50457d08>, 'aug_mode': <function eda at 0x2b3a33c901e0>, 'prob': 0.5337400879762189, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_aug', 'eda', 0.5337400879762189)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 5000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",470.3353018760681,0,1,0.0047626495361328125,"18_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.1000,aug=None,aug_method=function_influential_aug_at_0x2b3a50457d08,aug_mode=function_eda_at_0x2b3a33c901e0,class_imbalance=0.5000,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=4,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.5337,seed=42,sparsity=5000,tag=pretrained_trail1_n-aug4,topN=3,trail=1,until=5","[[('influential_aug', 'eda', 0.5337400879762189)]]"
